"X1","ids_lookup","sunburst_wheel","ids","selector","labels","risk","titles","parents","values","node","element","link"
602,"Kx_antigen_2",2,"Kx_antigen","Kx - none","Kx","None - ""no published reports of association with HDFN""","Kx","Kx - none",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/XK_(protein)"
603,"LW<sup>a</sup>_2",2,"LW<sup>a</sup>","Landsteiner_Weiner - none","LW<sup>a</sup>","None - ""no published reports of association with HDFN""","LW<sup>a</sup>","Landsteiner_Weiner - none",0.854700854700855,"1, 7","p","https://en.wikipedia.org/wiki/ICAM4"
604,"LW<sup>ab</sup>_2",2,"LW<sup>ab</sup>","Landsteiner_Weiner - none","LW<sup>ab</sup>","None - ""no published reports of association with HDFN""","LW<sup>ab</sup>","Landsteiner_Weiner - none",0.854700854700855,"1, 7","p","https://en.wikipedia.org/wiki/ICAM4"
605,"LW<sup>b</sup>_2",2,"LW<sup>b</sup>","Landsteiner_Weiner - none","LW<sup>b</sup>","None - ""no published reports of association with HDFN""","LW<sup>b</sup>","Landsteiner_Weiner - none",0.854700854700855,"1, 7","p","https://en.wikipedia.org/wiki/ICAM4"
606,"Lan_2",2,"Lan","Langereis - mild","Lan<br>(mild,<br> rare:moderate)","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Lan","Langereis - mild",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Lan_blood_group_system"
607,"Le<sup>a</sup>_2",2,"Le<sup>a</sup>","Lewis - none","Le<sup>a</sup>","None - ""no published reports of association with HDFN""","Le<sup>a</sup>","Lewis - none",0.427350427350427,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
608,"Le<sup>b</sup>_2",2,"Le<sup>b</sup>","Lewis - none","Le<sup>b</sup>","None - ""no published reports of association with HDFN""","Le<sup>b</sup>","Lewis - none",0.427350427350427,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
609,"Le<sup>ab</sup>_2",2,"Le<sup>ab</sup>","Lewis - none","Le<sup>ab</sup>","None - ""no published reports of association with HDFN""","Le<sup>ab</sup>","Lewis - none",0.427350427350427,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
610,"Le<sup>bH</sup>_2",2,"Le<sup>bH</sup>","Lewis - none","Le<sup>bH</sup>","None - ""no published reports of association with HDFN""","Le<sup>bH</sup>","Lewis - none",0.427350427350427,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
611,"Ale<sup>b</sup>_2",2,"Ale<sup>b</sup>","Lewis - none","Ale<sup>b</sup>","None - ""no published reports of association with HDFN""","Ale<sup>b</sup>","Lewis - none",0.427350427350427,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
612,"Ble<sup>b</sup>_2",2,"Ble<sup>b</sup>","Lewis - none","Ble<sup>b</sup>","None - ""no published reports of association with HDFN""","Ble<sup>b</sup>","Lewis - none",0.427350427350427,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
613,"Kg_2",2,"Kg","Low_prevalence_antigen - moderate","Kg","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Kg","Low_prevalence_antigen - moderate",0.427350427350427,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
614,"Sara_2",2,"Sara","Low_prevalence_antigen - moderate","Sara","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Sara","Low_prevalence_antigen - moderate",0.427350427350427,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
615,"Chr<sup>a</sup>_2",2,"Chr<sup>a</sup>","Low_prevalence_antigen - none","Chr<sup>a</sup>","None - ""no published reports of association with HDFN""","Chr<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
616,"Bi_2",2,"Bi","Low_prevalence_antigen - none","Bi","None - ""no published reports of association with HDFN""","Bi","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
617,"Bx<sup>a</sup>_2",2,"Bx<sup>a</sup>","Low_prevalence_antigen - none","Bx<sup>a</sup>","None - ""no published reports of association with HDFN""","Bx<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
618,"To<sup>a</sup>_2",2,"To<sup>a</sup>","Low_prevalence_antigen - none","To<sup>a</sup>","None - ""no published reports of association with HDFN""","To<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Sid_blood_group_system"
619,"Pt<sup>a</sup>_2",2,"Pt<sup>a</sup>","Low_prevalence_antigen - none","Pt<sup>a</sup>","None - ""no published reports of association with HDFN""","Pt<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
620,"Re<sup>a</sup>_2",2,"Re<sup>a</sup>","Low_prevalence_antigen - none","Re<sup>a</sup>","None - ""no published reports of association with HDFN""","Re<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
621,"Je<sup>a</sup>_2",2,"Je<sup>a</sup>","Low_prevalence_antigen - none","Je<sup>a</sup>","None - ""no published reports of association with HDFN""","Je<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
622,"Li<sup>a</sup>_2",2,"Li<sup>a</sup>","Low_prevalence_antigen - none","Li<sup>a</sup>","None - ""no published reports of association with HDFN""","Li<sup>a</sup>","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
623,"Milne_2",2,"Milne","Low_prevalence_antigen - none","Milne","None - ""no published reports of association with HDFN""","Milne","Low_prevalence_antigen - none",0.0610500610500611,"1","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
624,"RASM_2",2,"RASM","Low_prevalence_antigen - none","RASM","None - ""no published reports of association with HDFN""","RASM","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
625,"JFV_2",2,"JFV","Low_prevalence_antigen - none","JFV","None - ""no published reports of association with HDFN""","JFV","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
626,"JONES_2",2,"JONES","Low_prevalence_antigen - none","JONES","None - ""no published reports of association with HDFN""","JONES","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
627,"HOFM_2",2,"HOFM","Low_prevalence_antigen - none","HOFM","None - ""no published reports of association with HDFN""","HOFM","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
628,"REIT_2",2,"REIT","Low_prevalence_antigen - none","REIT","None - ""no published reports of association with HDFN""","REIT","Low_prevalence_antigen - none",0.0610500610500611,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
629,"HJK_2",2,"HJK","Low_prevalence_antigen - severe","HJK","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","HJK","Low_prevalence_antigen - severe",0.854700854700855,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
630,"Lu<sup>a</sup>_2",2,"Lu<sup>a</sup>","Lutheran - mild","Lu<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Lu<sup>a</sup>","Lutheran - mild",1.28205128205128,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
631,"Lu<sup>b</sup>_2",2,"Lu<sup>b</sup>","Lutheran - none","Lu<sup>b</sup>","None - ""no published reports of association with HDFN""","Lu<sup>b</sup>","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
632,"Lu3_2",2,"Lu3","Lutheran - none","Lu3","None - ""no published reports of association with HDFN""","Lu3","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
633,"Lu4_2",2,"Lu4","Lutheran - none","Lu4","None - ""no published reports of association with HDFN""","Lu4","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
634,"Lu5_2",2,"Lu5","Lutheran - none","Lu5","None - ""no published reports of association with HDFN""","Lu5","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
635,"Lu6_2",2,"Lu6","Lutheran - none","Lu6","None - ""no published reports of association with HDFN""","Lu6","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
636,"Lu7_2",2,"Lu7","Lutheran - none","Lu7","None - ""no published reports of association with HDFN""","Lu7","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
637,"Lu8_2",2,"Lu8","Lutheran - none","Lu8","None - ""no published reports of association with HDFN""","Lu8","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
638,"Lu9_2",2,"Lu9","Lutheran - none","Lu9","None - ""no published reports of association with HDFN""","Lu9","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
639,"Lu10_2",2,"Lu10","Lutheran - none","Lu10","None - ""no published reports of association with HDFN""","Lu10","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
640,"Lu11_2",2,"Lu11","Lutheran - none","Lu11","None - ""no published reports of association with HDFN""","Lu11","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
641,"Lu12_2",2,"Lu12","Lutheran - none","Lu12","None - ""no published reports of association with HDFN""","Lu12","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
642,"Lu13_2",2,"Lu13","Lutheran - none","Lu13","None - ""no published reports of association with HDFN""","Lu13","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
643,"Lu14_2",2,"Lu14","Lutheran - none","Lu14","None - ""no published reports of association with HDFN""","Lu14","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
644,"Lu15_2",2,"Lu15","Lutheran - none","Lu15","None - ""no published reports of association with HDFN""","Lu15","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
645,"Lu16_2",2,"Lu16","Lutheran - none","Lu16","None - ""no published reports of association with HDFN""","Lu16","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
646,"Lu17_2",2,"Lu17","Lutheran - none","Lu17","None - ""no published reports of association with HDFN""","Lu17","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
647,"Au<sup>a</sup>_2",2,"Au<sup>a</sup>","Lutheran - none","Au<sup>a</sup>","None - ""no published reports of association with HDFN""","Au<sup>a</sup>","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
648,"Au<sup>b</sup>_2",2,"Au<sup>b</sup>","Lutheran - none","Au<sup>b</sup>","None - ""no published reports of association with HDFN""","Au<sup>b</sup>","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
649,"Lu20_2",2,"Lu20","Lutheran - none","Lu20","None - ""no published reports of association with HDFN""","Lu20","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
650,"Lu21_2",2,"Lu21","Lutheran - none","Lu21","None - ""no published reports of association with HDFN""","Lu21","Lutheran - none",0.0641025641025641,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
651,"Mi<sup>b</sup>_2",2,"Mi<sup>b</sup>","Mittenberger - none","Mi<sup>b</sup>","None - ""no published reports of association with HDFN""","Mi<sup>b</sup>","Mittenberger - none",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
652,"Mi<sup>a</sup>_2",2,"Mi<sup>a</sup>","Mittenberger - severe","Mi<sup>a</sup>","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","Mi<sup>a</sup>","Mittenberger - severe",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
653,"M_2",2,"M","MNSs - mild","M<br>(mild,<br>rare:severe)","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","M","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
654,"N_2",2,"N","MNSs - mild","N","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","N","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
655,"Hil_2",2,"Hil","MNSs - mild","Hil","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Hil","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
656,"Or He_2",2,"Or He","MNSs - mild","Or He","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Or He","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
657,"Mi<sup>a</sup>_2",2,"Mi<sup>a</sup>","MNSs - mild","Mi<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Mi<sup>a</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
658,"M<sup>c</sup>_2",2,"M<sup>c</sup>","MNSs - mild","M<sup>c</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","M<sup>c</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
659,"M<sup>g</sup>_2",2,"M<sup>g</sup>","MNSs - mild","M<sup>g</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","M<sup>g</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
660,"V<sup>r</sup>_2",2,"V<sup>r</sup>","MNSs - mild","V<sup>r</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","V<sup>r</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
661,"M<sup>e</sup>_2",2,"M<sup>e</sup>","MNSs - mild","M<sup>e</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","M<sup>e</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
662,"St<sup>a</sup>_2",2,"St<sup>a</sup>","MNSs - mild","St<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","St<sup>a</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
663,"Ri<sup>a</sup>_2",2,"Ri<sup>a</sup>","MNSs - mild","Ri<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Ri<sup>a</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
664,"Cl<sup>a</sup>_2",2,"Cl<sup>a</sup>","MNSs - mild","Cl<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Cl<sup>a</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
665,"Ny<sup>a</sup>_2",2,"Ny<sup>a</sup>","MNSs - mild","Ny<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Ny<sup>a</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
666,"Hut_2",2,"Hut","MNSs - mild","Hut","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Hut","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
667,"Far_2",2,"Far","MNSs - mild","Far","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Far","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
668,"s<sup>d</sup>_2",2,"s<sup>d</sup>","MNSs - mild","s<sup>d</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","s<sup>d</sup>","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
669,"Mit_2",2,"Mit","MNSs - mild","Mit","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Mit","MNSs - mild",0.0377073906485671,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
670,"U_2",2,"U","MNSs - moderate","U<br>(moderate, <br>rare:severe)","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","U","MNSs - moderate",0.128205128205128,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
671,"S_2",2,"S","MNSs - moderate","S","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","S","MNSs - moderate",0.128205128205128,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
672,"s_2",2,"s","MNSs - moderate","s","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","s","MNSs - moderate",0.128205128205128,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
673,"Mt<sup>a</sup>_2",2,"Mt<sup>a</sup>","MNSs - moderate","Mt<sup>a</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Mt<sup>a</sup>","MNSs - moderate",0.128205128205128,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
674,"Mt(v)_2",2,"Mt(v)","MNSs - moderate","Mt(v)","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Mt(v)","MNSs - moderate",0.128205128205128,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
675,"Dantu_2",2,"Dantu","MNSs - none","Dantu","None - ""no published reports of association with HDFN""","Dantu","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
676,"Hop_2",2,"Hop","MNSs - none","Hop","None - ""no published reports of association with HDFN""","Hop","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
677,"Nob_2",2,"Nob","MNSs - none","Nob","None - ""no published reports of association with HDFN""","Nob","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
678,"En<sup>a</sup>_2",2,"En<sup>a</sup>","MNSs - none","En<sup>a</sup>","None - ""no published reports of association with HDFN""","En<sup>a</sup>","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
679,"En<sup>a</sup>KT_2",2,"En<sup>a</sup>KT","MNSs - none","En<sup>a</sup>KT","None - ""no published reports of association with HDFN""","En<sup>a</sup>KT","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
680,"N'_2",2,"N'","MNSs - none","N'","None - ""no published reports of association with HDFN""","N'","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
681,"DANE_2",2,"DANE","MNSs - none","DANE","None - ""no published reports of association with HDFN""","DANE","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
682,"TSEN_2",2,"TSEN","MNSs - none","TSEN","None - ""no published reports of association with HDFN""","TSEN","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
683,"MINY_2",2,"MINY","MNSs - none","MINY","None - ""no published reports of association with HDFN""","MINY","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
684,"SAT ERIK_2",2,"SAT ERIK","MNSs - none","SAT ERIK","None - ""no published reports of association with HDFN""","SAT ERIK","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
685,"Os<sup>a</sup>_2",2,"Os<sup>a</sup>","MNSs - none","Os<sup>a</sup>","None - ""no published reports of association with HDFN""","Os<sup>a</sup>","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
686,"ENEP_2",2,"ENEP","MNSs - none","ENEP","None - ""no published reports of association with HDFN""","ENEP","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
687,"ENEH_2",2,"ENEH","MNSs - none","ENEH","None - ""no published reports of association with HDFN""","ENEH","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
688,"HAG_2",2,"HAG","MNSs - none","HAG","None - ""no published reports of association with HDFN""","HAG","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
689,"ENAV_2",2,"ENAV","MNSs - none","ENAV","None - ""no published reports of association with HDFN""","ENAV","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
690,"MARS_2",2,"MARS","MNSs - none","MARS","None - ""no published reports of association with HDFN""","MARS","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
691,"ENDA_2",2,"ENDA","MNSs - none","ENDA","None - ""no published reports of association with HDFN""","ENDA","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
692,"ENEV_2",2,"ENEV","MNSs - none","ENEV","None - ""no published reports of association with HDFN""","ENEV","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
693,"MNTD_2",2,"MNTD","MNSs - none","MNTD","None - ""no published reports of association with HDFN""","MNTD","MNSs - none",0.0337381916329285,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
694,"Vw_2",2,"Vw","MNSs - severe","Vw","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","Vw","MNSs - severe",0.213675213675214,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
695,"Mur_2",2,"Mur","MNSs - severe","Mur","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","Mur","MNSs - severe",0.213675213675214,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
696,"MUT_2",2,"MUT","MNSs - severe","MUT","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","MUT","MNSs - severe",0.213675213675214,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
697,"Ok<sup>a</sup>_2",2,"Ok<sup>a</sup>","Ok - none","Ok<sup>a</sup>","None - ""no published reports of association with HDFN""","Ok<sup>a</sup>","Ok - none",2.56410256410256,"13","p","https://en.wikipedia.org/wiki/Basigin"
698,"P_2",2,"P","P1Pk - none","P","None - ""no published reports of association with HDFN""","P","P1Pk - none",0.854700854700855,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
699,"P1_2",2,"P1","P1Pk - none","P1","None - ""no published reports of association with HDFN""","P1","P1Pk - none",0.854700854700855,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
700,"Pk_2",2,"Pk","P1Pk - none","Pk","None - ""no published reports of association with HDFN""","Pk","P1Pk - none",0.854700854700855,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
701,"MER2_2",2,"MER2","Raph - none","MER2","None - ""no published reports of association with HDFN""","MER2","Raph - none",2.56410256410256,"12","p","https://en.wikipedia.org/wiki/CD151"
702,"Duclos_2",2,"Duclos","RHAG - none","Duclos","None - ""no published reports of association with HDFN""","Duclos","RHAG - none",0.854700854700855,"12, 13","p","https://en.wikipedia.org/wiki/RHAG"
703,"OI<sup>a</sup>_2",2,"OI<sup>a</sup>","RHAG - none","OI<sup>a</sup>","None - ""no published reports of association with HDFN""","OI<sup>a</sup>","RHAG - none",0.854700854700855,"12","p","https://en.wikipedia.org/wiki/RHAG"
704,"Duclos_like_2",2,"Duclos_like","RHAG - none","Duclos_like","None - ""no published reports of association with HDFN""","Duclos_like","RHAG - none",0.854700854700855,"12, 13","p","https://en.wikipedia.org/wiki/RHAG"
705,"C_2",2,"C","Rhesus - mild","C<br>(mild,<br>rare:moderate)","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","C","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
706,"G_2",2,"G","Rhesus - mild","G<br>(mild,<br>rare:severe)","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","G","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
707,"e_2",2,"e","Rhesus - mild","e","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","e","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
708,"C<sup>x</sup>_2",2,"C<sup>x</sup>","Rhesus - mild","C<sup>x</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","C<sup>x</sup>","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
709,"D<sup>w</sup>_2",2,"D<sup>w</sup>","Rhesus - mild","D<sup>w</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","D<sup>w</sup>","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
710,"c_like_2",2,"c_like","Rhesus - mild","c_like","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","c_like","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
711,"hr<sup>h</sup>_2",2,"hr<sup>h</sup>","Rhesus - mild","hr<sup>h</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","hr<sup>h</sup>","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
712,"Rh29_2",2,"Rh29","Rhesus - mild","Rh29","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Rh29","Rhesus - mild",0.0493096646942801,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
